"YEAR","MONTH","DAY","RRG31"
2003,1,1,0.87
2003,1,2,0.59
2003,1,3,0.05
2003,1,9,0.14
2003,1,10,0.06
2003,1,16,0.43
2003,1,21,0.21
2003,1,29,1.4
2003,1,30,0.12
2003,2,4,1.06
2003,2,6,0.98
2003,2,7,0.17
2003,2,9,0.1
2003,2,10,0.5
2003,2,14,1.21
2003,2,15,0.16
2003,2,16,1.31
2003,2,20,0.09
2003,2,21,0.44
2003,2,22,3.1
2003,2,23,0.06
2003,2,24,0.04
2003,2,25,0.14
2003,2,26,0.97
2003,2,27,0.63
2003,3,4,0.03
2003,3,5,0.56
2003,3,6,1.46
2003,3,13,0.04
2003,3,14,0.16
2003,3,15,0.42
2003,3,16,0.46
2003,3,17,0.6
2003,3,18,0.29
2003,3,19,1.51
2003,3,20,0.75
2003,3,29,0.11
2003,3,30,0.24
2003,4,4,0.07
2003,4,5,1.03
2003,4,6,0.44
2003,4,7,1.09
2003,4,8,0.54
2003,4,9,0.43
2003,4,10,0.67
2003,4,17,1.34
2003,4,18,0.67
2003,4,21,0.62
2003,4,24,0.18
2003,4,25,0.32
2003,4,26,0.09
2003,4,29,1.29
2003,4,30,0.21
2003,5,1,0.12
2003,5,2,0.26
2003,5,5,3
2003,5,6,1.37
2003,5,7,2.17
2003,5,11,0.41
2003,5,15,0.3
2003,5,16,0.07
2003,5,17,0.51
2003,5,18,0.59
2003,5,19,0.05
2003,5,21,1.26
2003,5,22,1.93
2003,5,23,0.44
2003,5,25,0.08
2003,5,29,0.1
2003,6,2,0.05
2003,6,3,1.37
2003,6,4,0.43
2003,6,6,1.95
2003,6,7,3.9
2003,6,8,0.06
2003,6,11,0.02
2003,6,12,0.28
2003,6,13,0.05
2003,6,14,0.23
2003,6,17,0.19
2003,6,18,1.48
2003,6,19,0.12
2003,6,27,0.18
2003,6,28,0.14
2003,6,29,0.61
2003,6,30,0.64
2003,7,1,6.14
2003,7,2,0.99
2003,7,5,0.11
2003,7,6,1.91
2003,7,7,0.06
2003,7,9,0.13
2003,7,10,0.44
2003,7,11,0.05
2003,7,12,0.02
2003,7,13,0.36
2003,7,17,0.32
2003,7,21,0.08
2003,7,22,0.72
2003,7,23,0.05
2003,7,29,0.14
2003,7,30,0.13
2003,7,31,0.58
2003,8,2,0.33
2003,8,3,0.85
2003,8,4,0.11
2003,8,5,0.46
2003,8,6,0.36
2003,8,7,0.02
2003,8,8,0.59
2003,8,9,0.99
2003,8,10,0.66
2003,8,12,0.4
2003,8,13,0.17
2003,8,14,0.03
2003,8,15,0.18
2003,8,16,0.37
2003,8,17,2.74
2003,8,18,0.06
2003,8,21,0.07
2003,8,22,0.32
2003,8,29,1.51
2003,8,30,0.95
2003,8,31,0.42
2003,9,1,1.01
2003,9,4,0.44
2003,9,7,0.12
2003,9,9,0.06
2003,9,14,0.06
2003,9,15,0.44
2003,9,21,0.27
2003,9,22,5.73
2003,9,27,0.26
2003,10,8,0.21
2003,10,9,0.05
2003,10,10,0.25
2003,10,11,0.25
2003,10,14,0.21
2003,10,26,2.6
2003,10,27,0.05
2003,11,4,0.27
2003,11,5,2.51
2003,11,6,0.59
2003,11,12,0.09
2003,11,16,0.06
2003,11,18,3.31
2003,11,19,2.56
2003,11,24,0.9
2003,11,27,0.64
2003,11,28,1.89
2003,12,3,0.07
2003,12,4,1.13
2003,12,5,0.03
2003,12,10,2
2003,12,13,0.54
2003,12,14,0.31
2003,12,16,0.28
2003,12,17,0.41
2003,12,18,0.15
2003,12,19,0.17
2003,12,23,0.77
2003,12,24,0.15
2003,12,29,0.49
2003,12,30,0.23
2004,1,4,0.06
2004,1,5,1.29
2004,1,8,0.01
2004,1,9,0.2
2004,1,10,0.05
2004,1,17,0.45
2004,1,18,0.59
2004,1,25,1.42
2004,1,26,0.23
2004,2,2,2.04
2004,2,3,0.22
2004,2,5,0.64
2004,2,6,2.33
2004,2,12,0.88
2004,2,15,0.57
2004,2,20,0.21
2004,2,21,0.07
2004,2,26,0.34
2004,3,2,0.47
2004,3,5,0.66
2004,3,6,0.77
2004,3,7,0.08
2004,3,9,0.27
2004,3,15,0.6
2004,3,16,0.55
2004,3,18,0.08
2004,3,20,0.45
2004,3,30,0.55
2004,3,31,0.19
2004,4,1,0.05
2004,4,11,0.11
2004,4,12,1.12
2004,4,13,1.76
2004,4,14,0.1
2004,4,25,0.63
2004,4,26,1.11
2004,4,30,0.33
2004,5,1,0.26
2004,5,2,1.79
2004,5,8,0.2
2004,5,9,1.47
2004,5,11,0.06
2004,5,12,0.78
2004,5,13,0.96
2004,5,18,0.41
2004,5,19,0.07
2004,5,22,0.07
2004,5,28,0.04
2004,5,30,1.21
2004,5,31,0.9
2004,6,7,0.07
2004,6,8,0.5
2004,6,9,0.07
2004,6,10,0.26
2004,6,12,0.44
2004,6,13,0.35
2004,6,14,0.28
2004,6,15,1.34
2004,6,21,0.34
2004,6,22,0.09
2004,6,23,0.44
2004,6,24,0.56
2004,6,25,1.53
2004,6,26,0.34
2004,6,27,0.5
2004,6,28,0.26
2004,6,30,0.48
2004,7,1,0.06
2004,7,2,0.24
2004,7,4,0.05
2004,7,5,0.1
2004,7,10,0.5
2004,7,12,0.45
2004,7,17,1.25
2004,7,24,0.61
2004,7,25,0.57
2004,7,26,0.59
2004,7,27,0.04
2004,7,29,0.86
2004,7,30,2.44
2004,8,1,0.21
2004,8,2,0.3
2004,8,5,0.18
2004,8,11,0.08
2004,8,12,0.53
2004,8,20,1.15
2004,8,21,0.12
2004,8,23,0.88
2004,8,24,0.25
2004,8,27,1.7
2004,8,29,0.43
2004,8,31,0.05
2004,9,1,0.21
2004,9,2,0.31
2004,9,6,0.25
2004,9,7,8.02
2004,9,8,2.57
2004,9,16,8.07
2004,9,17,3.27
2004,9,27,1.45
2004,9,28,0.11
2004,10,2,0.06
2004,10,12,0.69
2004,10,13,0.05
2004,10,14,0.19
2004,10,19,0.71
2004,10,23,0.18
2004,10,24,0.12
2004,10,28,0.09
2004,10,29,0.04
2004,10,31,0.04
2004,11,2,1.82
2004,11,3,1.67
2004,11,4,1.53
2004,11,11,0.64
2004,11,12,2.15
2004,11,19,0.06
2004,11,20,0.07
2004,11,21,0.04
2004,11,22,0.1
2004,11,23,0.6
2004,11,24,3.42
2004,11,25,0.16
2004,11,27,0.47
2004,11,30,0.9
2004,12,1,0.91
2004,12,5,0.02
2004,12,6,2.59
2004,12,7,0.81
2004,12,9,2.08
2004,12,10,0.1
2004,12,11,0.02
2004,12,19,0.12
2004,12,22,1.04
2004,12,23,2.33
2005,1,6,0.13
2005,1,7,0.06
2005,1,8,0.52
2005,1,13,2.19
2005,1,14,0.05
2005,1,22,0.08
2005,1,29,0.96
2005,1,30,0.34
2005,2,1,0.03
2005,2,2,0.53
2005,2,3,0.62
2005,2,9,0.2
2005,2,13,0.37
2005,2,14,0.8
2005,2,16,0.45
2005,2,20,0.92
2005,2,21,1.81
2005,2,24,0.76
2005,2,27,0.35
2005,2,28,0.55
2005,3,5,0.7
2005,3,7,0.81
2005,3,8,0.63
2005,3,13,0.06
2005,3,14,0.31
2005,3,16,0.8
2005,3,17,0.04
2005,3,22,1.27
2005,3,23,0.78
2005,3,27,2.05
2005,3,28,0.61
2005,3,31,1.2
2005,4,1,1.11
2005,4,2,1.05
2005,4,7,2.18
2005,4,8,0.07
2005,4,12,0.27
2005,4,13,0.34
2005,4,14,1.14
2005,4,22,0.89
2005,4,24,0.58
2005,4,26,0.19
2005,4,27,0.27
2005,4,28,0.65
2005,4,30,0.72
2005,5,5,0.04
2005,5,10,0.06
2005,5,12,0.05
2005,5,14,0.44
2005,5,15,0.47
2005,5,20,3.55
2005,5,29,0.09
2005,5,30,0.23
2005,5,31,0.05
2005,6,1,3.45
2005,6,2,0.97
2005,6,3,0.48
2005,6,6,0.41
2005,6,7,3.74
2005,6,8,0.12
2005,6,9,0.81
2005,6,10,1.12
2005,6,11,0.88
2005,6,12,5.43
2005,6,13,0.32
2005,6,18,0.57
2005,6,19,0.24
2005,6,26,0.43
2005,6,27,0.42
2005,6,28,1.05
2005,7,1,0.69
2005,7,3,0.3
2005,7,4,1.04
2005,7,5,0.05
2005,7,6,0.21
2005,7,7,3.17
2005,7,8,0.03
2005,7,9,1.45
2005,7,10,0.15
2005,7,11,4.16
2005,7,12,0.67
2005,7,13,0.33
2005,7,14,0.2
2005,7,16,0.18
2005,7,19,0.17
2005,7,20,0.3
2005,7,22,0.17
2005,7,28,0.2
2005,7,29,0.97
2005,7,31,0.77
2005,8,5,0.1
2005,8,6,0.15
2005,8,7,2.42
2005,8,8,0.48
2005,8,9,0.11
2005,8,12,1.33
2005,8,13,0.89
2005,8,16,1.24
2005,8,17,0.56
2005,8,18,0.39
2005,8,19,0.1
2005,8,22,2.11
2005,8,23,0.47
2005,8,29,2.63
2005,8,30,3.13
2005,9,16,0.57
2005,9,26,1.19
2005,9,28,0.21
2005,9,29,0.16
2005,10,6,2.89
2005,10,7,1.09
2005,10,11,0.12
2005,11,6,0.12
2005,11,10,0.11
2005,11,13,0.2
2005,11,15,0.82
2005,11,16,2.61
2005,11,21,2.12
2005,11,22,0.14
2005,11,27,0.37
2005,11,28,2.05
2005,11,29,1.62
2005,12,3,0.38
2005,12,4,1.24
2005,12,5,0.78
2005,12,8,1.1
2005,12,9,0.2
2005,12,14,1.95
2005,12,15,0.07
2005,12,24,0.42
2005,12,25,0.71
2005,12,26,0.07
2005,12,28,0.42
2006,1,2,1.64
2006,1,11,1.06
2006,1,13,1.05
2006,1,14,0.07
2006,1,16,0.31
2006,1,17,3.87
2006,1,18,0.06
2006,1,21,1.21
2006,1,22,0.49
2006,1,23,0.42
2006,1,29,0.69
2006,1,30,0.39
2006,2,2,0.21
2006,2,4,0.9
2006,2,6,0.07
2006,2,9,0.07
2006,2,11,0.94
2006,2,12,0.06
2006,2,13,0.07
2006,2,18,0.37
2006,2,22,0.6
2006,2,23,0.13
2006,3,6,0.08
2006,3,9,0.8
2006,3,10,0.14
2006,3,14,0.73
2006,3,20,1.31
2006,3,21,0.3
2006,3,23,0.08
2006,3,25,0.09
2006,3,31,0.27
2006,4,1,0.88
2006,4,2,0.34
2006,4,3,0.46
2006,4,8,0.45
2006,4,19,0.41
2006,4,20,0.47
2006,4,21,0.42
2006,4,22,1.47
2006,4,26,0.41
2006,4,30,0.1
2006,5,1,0.03
2006,5,3,0.07
2006,5,4,0.07
2006,5,5,0.07
2006,5,7,0.54
2006,5,11,0.24
2006,5,12,0.08
2006,5,13,0.15
2006,5,20,0.91
2006,5,21,0.15
2006,5,22,0.16
2006,5,25,0.11
2006,5,26,0.1
2006,6,2,0.81
2006,6,4,0.2
2006,6,12,0.14
2006,6,13,0.06
2006,6,22,0.77
2006,6,23,0.43
2006,6,24,0.47
2006,6,25,1.13
2006,6,26,1.85
2006,7,2,0.64
2006,7,4,0.43
2006,7,5,0.56
2006,7,6,0.21
2006,7,13,0.45
2006,7,14,0.33
2006,7,20,0.39
2006,7,21,0.07
2006,7,22,0.33
2006,7,24,0.67
2006,7,29,0.23
2006,8,4,0.11
2006,8,5,0.11
2006,8,10,0.08
2006,8,12,0.49
2006,8,19,0.08
2006,8,20,0.46
2006,8,22,0.08
2006,8,28,0.14
2006,8,29,0.14
2006,8,31,4.77
2006,9,1,0.77
2006,9,2,0.11
2006,9,4,3.03
2006,9,5,1.07
2006,9,7,0.25
2006,9,12,0.41
2006,9,13,1.47
2006,9,18,0.94
2006,9,19,0.06
2006,9,22,0.47
2006,9,23,0.42
2006,9,24,1.26
2006,9,28,0.2
2006,10,5,0.17
2006,10,11,0.06
2006,10,16,1.27
2006,10,17,3.61
2006,10,18,0.06
2006,10,19,1.06
2006,10,20,0.07
2006,10,22,0.12
2006,10,27,2.52
2006,11,1,0.15
2006,11,7,1.67
2006,11,8,0.06
2006,11,11,0.06
2006,11,15,3.58
2006,11,16,0.9
2006,11,20,0.17
2006,11,29,0.76
2006,11,30,2.29
2006,12,1,1.98
2006,12,13,0.34
2006,12,21,0.19
2006,12,22,3.1
2006,12,25,1.28
2006,12,26,0.24
2006,12,30,0.42
2006,12,31,4.78
2007,1,4,0.03
2007,1,5,0.15
2007,1,7,0.22
2007,1,8,3.67
2007,1,9,0
2007,1,15,0.08
2007,1,16,0.08
2007,1,18,0.29
2007,1,21,1.61
2007,1,23,0.02
2007,2,1,0.82
2007,2,13,0.52
2007,2,14,0.18
2007,2,21,0.39
2007,2,25,1.14
2007,3,1,3.45
2007,3,14,0.03
2007,3,15,1.1
2007,3,16,1.05
2007,3,29,0.15
2007,4,1,2.31
2007,4,4,0.36
2007,4,11,0.54
2007,4,14,0.92
2007,4,15,0.85
2007,4,24,0.03
2007,4,26,0.86
2007,5,3,0.07
2007,5,5,0.88
2007,5,12,0.86
2007,5,17,0.05
2007,5,18,0.07
2007,6,1,1.99
2007,6,3,0.06
2007,6,11,0.55
2007,6,12,0.62
2007,6,14,1.79
2007,6,15,0.24
2007,6,18,0.53
2007,6,19,0.6
2007,6,25,0.5
2007,6,28,1.13
2007,6,29,0.53
2007,7,1,0.58
2007,7,3,0.07
2007,7,6,3
2007,7,7,0.42
2007,7,9,0.42
2007,7,10,0.24
2007,7,11,1.25
2007,7,17,0.6
2007,7,22,0.82
2007,7,24,0.21
2007,7,28,0.54
2007,7,30,0.34
2007,8,3,0.21
2007,8,5,0.34
2007,8,24,1.46
2007,8,25,0.06
2007,8,26,0.12
2007,8,30,0.43
2007,8,31,1.05
2007,9,11,0.07
2007,9,14,2.18
2007,9,19,0.04
2007,10,3,0.01
2007,10,4,0.34
2007,10,17,0.03
2007,10,18,0.69
2007,10,19,0.63
2007,10,22,1.21
2007,10,23,3.47
2007,10,24,0.71
2007,11,6,0.2
2007,11,7,0.12
2007,11,14,1.24
2007,11,15,0.17
2007,11,16,0.06
2007,11,21,0.83
2007,11,22,0.77
2007,11,25,0.42
2007,11,26,1.13
2007,12,2,0.37
2007,12,3,0.07
2007,12,9,0.24
2007,12,13,0.07
2007,12,15,0.97
2007,12,16,0.2
2007,12,20,0.24
2007,12,21,0.83
2007,12,22,0.6
2007,12,23,1.07
2007,12,26,0.06
2007,12,28,1.67
2007,12,29,0.12
2007,12,30,1.2
2008,1,2,0.06
2008,1,9,0.24
2008,1,10,2.59
2008,1,11,0.66
2008,1,16,0.3
2008,1,17,1.1
2008,1,19,0.12
2008,1,22,0.56
2008,1,29,1.18
2008,1,30,0.12
2008,1,31,0.79
2008,2,1,1.63
2008,2,3,0.25
2008,2,4,0.24
2008,2,5,0.13
2008,2,6,1.54
2008,2,13,0.54
2008,2,17,1.88
2008,2,21,0.76
2008,2,22,0.32
2008,2,26,0.96
2008,2,29,0.15
2008,3,4,5.3
2008,3,7,2.29
2008,3,8,0.17
2008,3,14,0.42
2008,3,15,1.58
2008,3,19,1.95
2008,3,20,0.05
2008,3,29,0.39
2008,3,31,0.06
2008,4,1,0.21
2008,4,2,0.05
2008,4,3,0.11
2008,4,4,0.82
2008,4,5,1.15
2008,4,11,0.48
2008,4,12,0.14
2008,4,19,0.85
2008,4,27,0.71
2008,4,28,0.58
2008,5,1,0.05
2008,5,3,0.15
2008,5,8,0.75
2008,5,11,1.68
2008,5,15,1.3
2008,5,16,0.06
2008,5,18,0.55
2008,5,20,1.12
2008,5,23,0.38
2008,5,28,0.48
2008,5,29,0.14
2008,6,1,0.5
2008,6,2,0.18
2008,6,14,0.21
2008,6,16,0.33
2008,6,21,0.05
2008,6,28,0.43
2008,6,29,0.19
2008,7,6,0.64
2008,7,7,0.12
2008,7,8,0.24
2008,7,9,0.3
2008,7,10,0.1
2008,7,13,0.37
2008,7,21,0.18
2008,7,22,0.3
2008,7,26,0.22
2008,7,28,0.56
2008,7,29,0.14
2008,7,31,0.44
2008,8,7,0.05
2008,8,14,0.07
2008,8,16,0.44
2008,8,25,3.68
2008,8,26,7.86
2008,8,27,0.48
2008,9,8,0.25
2008,9,9,0.12
2008,9,11,0.62
2008,9,12,0.38
2008,9,14,0.06
2008,9,15,0.06
2008,9,16,0.07
2008,9,17,0.06
2008,9,29,0.16
2008,10,8,2.6
2008,10,24,2.67
2008,10,25,0.18
2008,10,30,0.01
2008,11,7,0.1
2008,11,8,0.05
2008,11,13,1.56
2008,11,14,0.59
2008,11,15,0.75
2008,11,24,1.08
2008,11,29,0.54
2008,11,30,0.55
2008,12,1,0.37
2008,12,4,0.06
2008,12,9,0.85
2008,12,10,2.62
2008,12,11,2.81
2008,12,15,0.99
2008,12,16,0.53
2008,12,17,1.12
2008,12,19,0.12
2008,12,20,0.47
2008,12,21,0.46
2008,12,24,0.68
2008,12,26,0.06
2008,12,27,0.25
2008,12,28,1.1
2009,1,2,0.17
2009,1,3,0.06
2009,1,4,0.52
2009,1,5,0.81
2009,1,6,4.88
2009,1,7,0.52
2009,1,10,0.12
2009,1,11,0.05
2009,1,18,0.17
2009,1,19,0.06
2009,1,22,0.05
2009,1,26,0.04
2009,1,27,0.09
2009,1,28,0.54
2009,1,29,0.05
2009,2,2,0.05
2009,2,3,0.04
2009,2,11,0.95
2009,2,18,1.27
2009,2,19,0.05
2009,2,27,1.03
2009,2,28,1.51
2009,3,1,0.06
2009,3,2,0.06
2009,3,13,0.11
2009,3,14,1.76
2009,3,15,1.19
2009,3,16,0.23
2009,3,25,1.64
2009,3,26,0.93
2009,3,27,1.93
2009,3,28,1.73
2009,3,29,0.13
2009,4,1,0.66
2009,4,2,0.52
2009,4,3,0.72
2009,4,4,0.07
2009,4,8,0.13
2009,4,10,2.2
2009,4,13,0.73
2009,4,14,0.47
2009,4,19,2.29
2009,4,20,0.11
2009,5,1,0.7
2009,5,2,0.23
2009,5,3,1.75
2009,5,4,0.29
2009,5,5,0.17
2009,5,6,1.46
2009,5,7,0.17
2009,5,8,0.5
2009,5,9,0.06
2009,5,11,0.14
2009,5,14,0.17
2009,5,15,1.82
2009,5,16,0.34
2009,5,17,0.23
2009,5,23,0.11
2009,5,24,1.05
2009,5,25,1.39
2009,5,26,1.86
2009,5,27,0.46
2009,5,28,0.35
2009,6,4,0.36
2009,6,5,0.24
2009,6,10,0.07
2009,6,11,0.5
2009,6,12,0.14
2009,6,15,0.07
2009,6,17,0.38
2009,6,21,0.65
2009,7,1,0.14
2009,7,5,0.67
2009,7,7,0.55
2009,7,8,1.14
2009,7,12,0.75
2009,7,13,0.07
2009,7,16,0.06
2009,7,23,0.18
2009,7,28,0.79
2009,7,29,0.86
2009,7,30,0.54
2009,7,31,0.31
2009,8,1,0.06
2009,8,2,0.31
2009,8,10,0.06
2009,8,11,0.12
2009,8,12,0.18
2009,8,16,0.49
2009,8,17,0.18
2009,8,18,0.92
2009,8,19,0.67
2009,8,20,1.1
2009,8,21,0.06
2009,8,22,0.06
2009,8,27,0.52
2009,8,28,0.4
2009,8,30,0.46
2009,8,31,0.64
2009,9,1,0.05
2009,9,9,0.9
2009,9,15,1.11
2009,9,16,1.94
2009,9,17,0.55
2009,9,18,0.42
2009,9,19,0.21
2009,9,20,6.04
2009,9,21,5.27
2009,9,24,0.11
2009,9,26,2.35
2009,10,2,0.06
2009,10,4,0.29
2009,10,5,1.2
2009,10,7,0.54
2009,10,9,0.06
2009,10,12,1.08
2009,10,14,1.55
2009,10,15,0.54
2009,10,23,3.51
2009,10,24,0.18
2009,10,27,2.13
2009,10,30,0.23
2009,10,31,2.32
2009,11,10,2.41
2009,11,11,0.69
2009,11,17,1.12
