"Year","YearMonth","AverageMonthlySmois30","AverageMonthlyPrecip"
2004,2004-04-01,0.317472222222222,0.51875
2004,2004-05-01,0.320194444444444,0.4975
2004,2004-06-01,0.309263888888889,0.391176470588235
2004,2004-07-01,0.30508064516129,0.28375
2004,2004-08-01,0.305430107526882,0.336363636363636
2004,2004-09-01,0.33813110181311,1.43454545454545
2004,2004-10-01,0.311451612903226,0.185714285714286
2004,2004-11-01,0.360555555555556,0.835
2004,2004-12-01,0.378467741935484,0.831111111111111
2005,2005-01-01,0.347956989247312,0.535714285714286
2005,2005-02-01,0.38608630952381,0.511818181818182
2005,2005-03-01,0.383400537634409,0.575
2005,2005-04-01,0.373888888888889,0.523333333333333
2005,2005-05-01,0.311948924731183,0.52375
2005,2005-06-01,0.318263888888889,0.767777777777778
2005,2005-07-01,0.312137096774194,0.855
2005,2005-08-01,0.317701612903226,0.690714285714286
2005,2005-09-01,0.263055555555556,0.3225
2005,2005-10-01,0.275793010752688,1.255
2005,2005-11-01,0.292138888888889,0.736
2005,2005-12-01,0.33622311827957,0.634
2006,2006-01-01,0.344724091520861,0.755454545454545
2006,2006-02-01,0.333839285714286,0.252
2006,2006-03-01,0.31130376344086,0.3425
2006,2006-04-01,0.301791666666667,0.438181818181818
2006,2006-05-01,0.280900537634409,0.136470588235294
2006,2006-06-01,0.238763888888889,0.552222222222222
2006,2006-07-01,0.220739247311828,0.213333333333333
2006,2006-08-01,0.172016129032258,0.355
2006,2006-09-01,0.271347222222222,0.520769230769231
2006,2006-10-01,0.281922043010753,0.624545454545455
2006,2006-11-01,0.348694444444444,0.947142857142857
2006,2006-12-01,0.352795698924731,1.03
2007,2007-01-01,0.363454301075269,0.506666666666667
2007,2007-02-01,0.304404761904762,0.31625
2007,2007-03-01,0.314368279569892,0.828333333333333
2007,2007-04-01,0.315347222222222,0.612857142857143
2007,2007-05-01,0.278413978494624,0.2
2007,2007-06-01,0.281972222222222,0.444
2007,2007-07-01,0.305685483870968,0.267222222222222
2007,2007-08-01,0.234502688172043,0.53875
2007,2007-09-01,0.228986111111111,1
2007,2007-10-01,0.226908602150538,0.438888888888889
2007,2007-11-01,0.302875,0.38875
2007,2007-12-01,0.32991935483871,0.36
2008,2008-01-01,0.339126344086021,0.652
2008,2008-02-01,0.354396551724138,0.548333333333333
2008,2008-03-01,0.342809139784946,0.9875
2008,2008-04-01,0.318611111111111,0.378888888888889
2008,2008-05-01,0.302231182795699,0.376666666666667
2008,2008-06-01,0.23425,0.26
2008,2008-07-01,0.172715053763441,0.362222222222222
2008,2008-08-01,0.138250377073906,1.42166666666667
2008,2008-10-01,0.240739130434783,0.492857142857143
2008,2008-11-01,0.229968847352025,0.325
2009,2009-01-01,0.257688172043011,0.743333333333333
2009,2009-02-01,0.244285714285714,0.751666666666667
2009,2009-03-01,0.259637223974763,0.753333333333333
2009,2009-04-01,0.257375,0.698888888888889
2009,2009-05-01,0.261451612903226,0.513333333333333
2009,2009-06-01,0.235357142857143,0.337142857142857
2009,2009-08-01,0.246818950930626,0.358571428571429
2009,2009-09-01,0.302930555555556,1.34636363636364
2009,2009-10-01,0.321854838709677,1.013
2009,2009-11-01,0.334305555555556,0.97125
2009,2009-12-01,0.358034993270525,0.991666666666667
2010,2010-01-01,0.308110344827586,0.74
2010,2010-02-01,0.336089108910891,0.595
2010,2010-03-01,0.340576540755467,0.73
2010,2010-04-01,0.307361111111111,0.763333333333333
2010,2010-05-01,0.30119623655914,0.479090909090909
2010,2010-06-01,0.389375,0.300909090909091
2010,2010-07-01,0.373521505376344,0.230909090909091
2010,2010-08-01,0.39502688172043,0.362
2010,2010-09-01,0.359041666666667,0.768571428571429
2010,2010-10-01,0.412043010752688,0.944
2010,2010-11-01,0.450916666666667,0.94125
2010,2010-12-01,0.462247644683715,0.445714285714286
2011,2011-01-01,0.461572580645161,0.46
2011,2011-02-01,0.469866071428571,0.61125
2011,2011-03-01,0.492217741935484,1.08833333333333
2011,2011-04-01,0.462555555555556,0.938181818181818
2011,2011-05-01,0.384561403508772,0.528333333333333
2011,2011-06-01,0.342390670553936,0.501
2011,2011-07-01,0.269212034383954,0.368181818181818
2011,2011-08-01,0.210658602150538,0.198
2011,2011-09-01,0.286944444444444,1.12428571428571
2011,2011-10-01,0.338266129032258,0.441666666666667
2011,2011-11-01,0.35969696969697,0.969
2011,2011-12-01,0.396050632911392,0.874444444444444
2012,2012-01-01,0.390846774193548,0.473333333333333
2012,2012-02-01,0.376997126436782,0.3
2012,2012-03-01,0.360416666666667,0.355333333333333
2012,2012-04-01,0.366569444444444,0.691
2012,2012-05-01,0.340389784946237,0.582727272727273
2012,2012-06-01,0.327611111111111,0.27
2012,2012-07-01,0.308494623655914,0.49
2012,2012-08-01,0.320981182795699,0.31875
2012,2012-09-01,0.330722222222222,0.614444444444444
2012,2012-10-01,0.368615591397849,0.681
2012,2012-11-01,0.364763888888889,0.143333333333333
2012,2012-12-01,0.395322580645161,0.763
2013,2013-01-01,0.431354748603352,1.29461538461538
2013,2013-02-01,0.431636904761905,0.605454545454545
2013,2013-03-01,0.42364247311828,0.59
2013,2013-04-01,0.407077826725404,0.726666666666667
